0	1.1913	2.3861	3.3616	4.3363	5.5412	6.7719
0.0	0
0.2	0
0.4	0
0.6	0
0.8	0
1.0	0
1.1913	0
1.3913	0
1.5913	0
1.7913	0
1.9913	0
2.1913	0
2.3861	1
2.5861	1
2.7861	1
2.9861	1
3.1861	1
3.3616	1
3.5616	1
3.7616	1
3.9616	1
4.1616	1
4.3363	2
4.5363	2
4.7363	2
4.9363	2
5.1363	2
5.3363	2
5.5363	2
5.5412	2
5.7412	2
5.9412	2
6.1412	2
6.3412	2
6.5412	2
6.7412	2
